,distance,OrderID,WebsiteID,OrderDate,Courier,ProductsExVAT,DeliveryExVAT,DateDespatched,DeliveryCost,Weight,Volume (m3),Pallets,id,Outward Code,Country,latitude,longitude,Cluster Label
2362,13.8,2296913,670191,19/04/2023,DX Freight,219.24,0,19/04/2023,27.1,61.08,0.146122714,0.113640873,109,B8,United Kingdom,52.490913,-1.843869,1
2363,13.8,2290266,672562,12/04/2023,DX Express,111.05,0,13/04/2023,12.05,36.25,0.0475,0.046296296,109,B8,United Kingdom,52.490913,-1.843869,1
2364,13.8,2294092,672562,17/04/2023,MFS,334.65,0,17/04/2023,34.46,143.85,0.15375,0.24695122,109,B8,United Kingdom,52.490913,-1.843869,1
2365,13.8,2277699,685742,28/03/2023,DX Freight,133.68,0,29/03/2023,19.17,40.58,0.15234,0.080952381,109,B8,United Kingdom,52.490913,-1.843869,1
2366,13.8,2283612,685742,04/04/2023,MFS,329.04,0,04/04/2023,34.46,140.4,1.28448,1,109,B8,United Kingdom,52.490913,-1.843869,1
2367,13.8,2289765,833846,12/04/2023,DX Express,261.1,0,12/04/2023,7.7,22.96,0.0804,0.053703704,109,B8,United Kingdom,52.490913,-1.843869,1
2368,13.8,2294822,833846,18/04/2023,DX Express,124.08,0,18/04/2023,11.72,36,0.03,0.02,109,B8,United Kingdom,52.490913,-1.843869,1
2369,13.8,2282799,892282,03/04/2023,DX Freight,125.85,0,03/04/2023,12.18,23,1.175875,0.37202381,109,B8,United Kingdom,52.490913,-1.843869,1
2370,13.8,2293174,892282,17/04/2023,DX Freight,127.04,0,17/04/2023,10.92,12.8,1.6992,0.5,109,B8,United Kingdom,52.490913,-1.843869,1
2371,13.8,2287262,899464,08/04/2023,DX Express,12.07,7.2,11/04/2023,6.79,4.38,0.027375,0.025,109,B8,United Kingdom,52.490913,-1.843869,1
2372,22.41,2299003,130505,21/04/2023,MFS,227.12,0,21/04/2023,34.46,92.4,2.16,1,2918,WS4,United Kingdom,52.606083,-1.958457,1
2373,22.41,2285392,878308,05/04/2023,DX Freight,237.4,19.99,05/04/2023,18.32,39,0.2057,0.2,2918,WS4,United Kingdom,52.606083,-1.958457,1
2374,22.41,2293029,883151,16/04/2023,DX Express,25.14,7.18,17/04/2023,6.77,7.2,0.03,0.045454545,2918,WS4,United Kingdom,52.606083,-1.958457,1
2375,22.41,2299341,892046,21/04/2023,DX Express,50.7,7.17,24/04/2023,6.76,9.45,0.0444,0.056666667,2918,WS4,United Kingdom,52.606083,-1.958457,1
2376,23.19,2278436,130717,29/03/2023,MFS,588.49,19.99,29/03/2023,72.14,293.94,2.9234,2.028571429,762,DY2,United Kingdom,52.492336,-2.085178,1
2377,23.19,2280463,413989,31/03/2023,MFS,655.15,0,31/03/2023,34.46,244.6,0.829677143,0.639880952,762,DY2,United Kingdom,52.492336,-2.085178,1
2378,23.19,2275973,546754,27/03/2023,MFS,561.34,0,27/03/2023,34.46,172.2,1.080472,1.073468677,762,DY2,United Kingdom,52.492336,-2.085178,1
2379,23.19,2290559,546754,13/04/2023,MFS,430.46,0,13/04/2023,34.46,152.45,0.6211,0.590818903,762,DY2,United Kingdom,52.492336,-2.085178,1
2380,23.19,2288256,645342,11/04/2023,MFS,318.35,0,11/04/2023,34.46,139.02,0.37304,0.46031746,762,DY2,United Kingdom,52.492336,-2.085178,1
2381,23.19,2286105,675003,06/04/2023,MFS,389.32,0,06/04/2023,34.46,92,0.148,0.113641258,762,DY2,United Kingdom,52.492336,-2.085178,1
2382,23.19,2289685,725252,12/04/2023,MFS,713.04,0,12/04/2023,34.46,230.48,2.621002714,1.091021825,762,DY2,United Kingdom,52.492336,-2.085178,1
2383,23.19,2275923,757439,27/03/2023,DX Express,0,0,27/03/2023,9.32,27.18,0.0792,0.083333333,762,DY2,United Kingdom,52.492336,-2.085178,1
2384,23.19,2279508,757439,30/03/2023,DX Express,91.16,7.88,30/03/2023,7.43,21.2,0.0336,0.042105263,762,DY2,United Kingdom,52.492336,-2.085178,1
2385,23.19,2292052,757439,14/04/2023,DX Freight,321.48,0,14/04/2023,26.33,59.58,0.126828,0.111904762,762,DY2,United Kingdom,52.492336,-2.085178,1
2386,23.19,2285954,899089,05/04/2023,DX Express,42.65,7.2,06/04/2023,6.79,10.15,0.074042,0.047727273,762,DY2,United Kingdom,52.492336,-2.085178,1
2387,41.83,2277558,130881,28/03/2023,DX Freight,31.44,12.34,28/03/2023,11.02,13.2,0.144,0.1,2642,TF3,United Kingdom,52.667581,-2.445387,1
2388,41.83,2286545,184086,06/04/2023,DX Freight,186.8,0,06/04/2023,31.85,73.92,1.728,1,2642,TF3,United Kingdom,52.667581,-2.445387,1
2389,41.83,2294535,543531,18/04/2023,MFS,344.26,0,18/04/2023,39.15,105.66,0.749262,0.622222222,2642,TF3,United Kingdom,52.667581,-2.445387,1
2390,41.83,2292046,568887,14/04/2023,MFS,1501.44,0,14/04/2023,39.15,736,0.076038,1,2642,TF3,United Kingdom,52.667581,-2.445387,1
2391,41.83,2276092,570164,27/03/2023,DX Freight,143.32,0,27/03/2023,19.56,41.06,0.143827143,0.086309524,2642,TF3,United Kingdom,52.667581,-2.445387,1
2392,41.83,2294914,582963,18/04/2023,DX Freight,133.3,0,18/04/2023,22.09,48.76,0.10155,0.077777778,2642,TF3,United Kingdom,52.667581,-2.445387,1
2393,41.83,2293988,689096,17/04/2023,DX Freight,175.22,0,17/04/2023,19.4,41.8,0.10796,0.081666667,2642,TF3,United Kingdom,52.667581,-2.445387,1
2394,41.83,2288793,782765,11/04/2023,DX Freight,103.56,0,11/04/2023,19.01,40.2,0.2007,0.104166667,2642,TF3,United Kingdom,52.667581,-2.445387,1
2395,41.83,2279357,784550,30/03/2023,MFS,262.99,0,30/03/2023,39.15,130.44,0.048225571,0.219593254,2642,TF3,United Kingdom,52.667581,-2.445387,1
2396,41.83,2296470,800352,19/04/2023,MFS,483.6,0,19/04/2023,39.15,177.1,0.25,0.259259259,2642,TF3,United Kingdom,52.667581,-2.445387,1
2397,41.83,2278702,806460,29/03/2023,DX Freight,243.18,0,29/03/2023,28.11,63.85,2.03328,0.928571429,2642,TF3,United Kingdom,52.667581,-2.445387,1
2398,41.83,2285174,806460,05/04/2023,DX Freight,201.94,0,05/04/2023,21.41,46.16,1.91802,0.785714286,2642,TF3,United Kingdom,52.667581,-2.445387,1
2399,41.83,2291123,806460,13/04/2023,DX Freight,201.94,0,13/04/2023,21.32,46.16,1.91802,0.785714286,2642,TF3,United Kingdom,52.667581,-2.445387,1
2400,41.83,2291891,819682,14/04/2023,MFS,1393.8,0,14/04/2023,39.15,307,0.54,0.333333333,2642,TF3,United Kingdom,52.667581,-2.445387,1
2401,41.83,2287410,853123,10/04/2023,DX Freight,152.91,0,11/04/2023,21.8,47.38,0.602090571,0.211838624,2642,TF3,United Kingdom,52.667581,-2.445387,1
2402,41.83,2277373,855014,28/03/2023,DX Freight,113.76,0,28/03/2023,12.96,24.08,1.422628571,0.75952381,2642,TF3,United Kingdom,52.667581,-2.445387,1
2403,41.83,2287785,855014,11/04/2023,DX Express,49.9,7.18,11/04/2023,6.77,18.04,0.18748,0.071428571,2642,TF3,United Kingdom,52.667581,-2.445387,1
2404,25.52,2284888,132205,05/04/2023,DX Freight,124.04,0,05/04/2023,10.97,6.5,0.4155,0.1875,768,DY8,United Kingdom,52.45348,-2.157326,1
2405,25.52,2278005,143031,29/03/2023,DX Freight,188.65,0,29/03/2023,12.96,25,0.559,0.320268899,768,DY8,United Kingdom,52.45348,-2.157326,1
2406,25.52,2290891,172547,13/04/2023,DX Freight,185.87,0,13/04/2023,34.41,81,0.16864,0.104166667,768,DY8,United Kingdom,52.45348,-2.157326,1
2407,25.52,2283797,281042,04/04/2023,DX Freight,271.48,0,04/04/2023,23.73,52.74,0.166444,0.111851852,768,DY8,United Kingdom,52.45348,-2.157326,1
2408,25.52,2289504,301009,12/04/2023,DX Express,137.57,0,12/04/2023,11.43,34.32,0.17932,0.141666667,768,DY8,United Kingdom,52.45348,-2.157326,1
2409,25.52,2294862,301009,18/04/2023,DX Freight,112.13,0,18/04/2023,15.16,30.1,0.2193,0.136574074,768,DY8,United Kingdom,52.45348,-2.157326,1
2410,25.52,2283695,590294,04/04/2023,DX Express,38.67,7.2,04/04/2023,6.79,14.46,0.12788,0.142857143,768,DY8,United Kingdom,52.45348,-2.157326,1
2411,25.52,2295829,610849,19/04/2023,DX Freight,285.23,0,19/04/2023,33.64,78.44,0.295753143,0.26975469,768,DY8,United Kingdom,52.45348,-2.157326,1
2412,25.52,2298254,611415,20/04/2023,DX Freight,382.29,0,20/04/2023,40.58,96.74,2.617912571,2.096031746,768,DY8,United Kingdom,52.45348,-2.157326,1
2413,25.52,2297156,692132,19/04/2023,DX Express,20.75,7.17,20/04/2023,6.76,6.15,0.04025,0.022727273,768,DY8,United Kingdom,52.45348,-2.157326,1
2414,25.52,2289065,695525,11/04/2023,DX Freight,133.58,0,12/04/2023,21.71,47.76,0.23064,0.17,768,DY8,United Kingdom,52.45348,-2.157326,1
2415,25.52,2298136,695525,20/04/2023,DX Freight,159.58,0,20/04/2023,23.63,52.26,0.40735,0.302777778,768,DY8,United Kingdom,52.45348,-2.157326,1
2416,25.52,2283733,758115,04/04/2023,DX Freight,132.92,0,04/04/2023,12.9,24.4,0.356548,0.273459384,768,DY8,United Kingdom,52.45348,-2.157326,1
2417,25.52,2278552,806835,29/03/2023,DX Express,70.36,7.21,29/03/2023,6.8,18.4,0.03872,0.05,768,DY8,United Kingdom,52.45348,-2.157326,1
2418,25.52,2278047,847626,29/03/2023,DX Express,43.29,7.21,29/03/2023,6.8,14.4,0.1728,0.1,768,DY8,United Kingdom,52.45348,-2.157326,1
2419,25.52,2292447,900455,14/04/2023,DX Express,10.71,7.18,14/04/2023,6.77,3.9,0.02601,0.020833333,768,DY8,United Kingdom,52.45348,-2.157326,1
2420,25.52,2296495,901270,19/04/2023,DX Express,15.67,7.17,19/04/2023,6.76,2.5,0.036,0.011904762,768,DY8,United Kingdom,52.45348,-2.157326,1
2421,16.2,2283064,135914,03/04/2023,DX Freight,224.33,0,04/04/2023,19.17,40.46,0.31694,0.293448773,106,B77,United Kingdom,52.615575,-1.667368,2
2422,16.2,2286478,341146,06/04/2023,DX Express,113.77,0,06/04/2023,8.66,25.54,0.184332143,0.062380952,106,B77,United Kingdom,52.615575,-1.667368,2
2423,16.2,2297366,341146,20/04/2023,DX Express,102.35,0,20/04/2023,8.31,24.1,0.105175,0.076086957,106,B77,United Kingdom,52.615575,-1.667368,2
2424,16.2,2286162,586994,06/04/2023,DX Freight,357.53,0,06/04/2023,23.35,51.48,0.523924,0.270864899,106,B77,United Kingdom,52.615575,-1.667368,2
2425,16.2,2286622,653876,06/04/2023,DX Freight,127.28,0,06/04/2023,18.32,38.26,0.29256,0.276111111,106,B77,United Kingdom,52.615575,-1.667368,2
2426,16.2,2283925,672285,04/04/2023,Split,400.47,0,05/04/2023,45.43,276.82,1.75006,1.208333333,106,B77,United Kingdom,52.615575,-1.667368,2
2427,16.2,2276614,711613,28/03/2023,DX Freight,197.49,0,28/03/2023,19.56,41.86,2.374857143,1.269047619,106,B77,United Kingdom,52.615575,-1.667368,2
2428,16.2,2286168,711613,06/04/2023,DX Freight,131,0,06/04/2023,20.64,44.64,0.267,0.208333333,106,B77,United Kingdom,52.615575,-1.667368,2
2429,16.2,2299232,711613,21/04/2023,DX Freight,308.73,0,21/04/2023,33.26,77.06,2.199322143,1.241269841,106,B77,United Kingdom,52.615575,-1.667368,2
2430,16.2,2285613,758764,05/04/2023,MFS,450.51,19.99,05/04/2023,36.81,160.04,1.593268,0.776149339,106,B77,United Kingdom,52.615575,-1.667368,2
2431,16.2,2277631,786196,28/03/2023,DX Freight,232.38,0,28/03/2023,11.02,10.2,2.260272,1.5,106,B77,United Kingdom,52.615575,-1.667368,2
2432,16.2,2298547,786196,21/04/2023,DX Freight,352.93,0,21/04/2023,39.42,93.8,0.988045,1.001190476,106,B77,United Kingdom,52.615575,-1.667368,2
2433,16.2,2277541,815310,28/03/2023,MFS,908.24,19.99,28/03/2023,72.14,130.32,2.9888,1.111111111,106,B77,United Kingdom,52.615575,-1.667368,2
2434,16.2,2285778,815310,05/04/2023,MFS,838.86,19.99,05/04/2023,36.81,120.8,2.13026,1.014880952,106,B77,United Kingdom,52.615575,-1.667368,2
2435,16.2,2291523,815310,13/04/2023,MFS,794.94,19.99,13/04/2023,36.81,123.32,2.9558,1.083333333,106,B77,United Kingdom,52.615575,-1.667368,2
2436,16.2,2296493,815310,19/04/2023,MFS,2339.89,19.99,19/04/2023,173.19,487.77,7.10601,4.112058081,106,B77,United Kingdom,52.615575,-1.667368,2
2437,16.2,2298233,815310,20/04/2023,DX Freight,114.6,19.99,20/04/2023,34.03,80,0.1324,0.111111111,106,B77,United Kingdom,52.615575,-1.667368,2
2438,16.2,2281595,898443,01/04/2023,DX Freight,164.23,0,03/04/2023,21.12,45.03,0.29859,0.235164141,106,B77,United Kingdom,52.615575,-1.667368,2
2439,16.2,2288950,899970,11/04/2023,DX Express,8.06,7.18,12/04/2023,6.77,2.07,0.01495,0.010416667,106,B77,United Kingdom,52.615575,-1.667368,2
2440,16.2,2294366,899970,17/04/2023,DX Express,21.03,7.18,18/04/2023,6.77,5.99,0.041945,0.034166667,106,B77,United Kingdom,52.615575,-1.667368,2
2441,16.2,2299228,901570,21/04/2023,DX Express,49.92,7.17,21/04/2023,6.76,12.05,0.0785,0.090909091,106,B77,United Kingdom,52.615575,-1.667368,2
2442,22.47,2294566,136137,18/04/2023,MFS,248.4,0,18/04/2023,34.46,122.4,1.2648,1,2910,WS10,United Kingdom,52.560534,-2.015539,1
2443,22.47,2275488,147057,27/03/2023,MFS,3816.75,0,27/03/2023,34.46,888.3,2.29446,1,2910,WS10,United Kingdom,52.560534,-2.015539,1
2444,22.47,2286749,213304,06/04/2023,DX Freight,209.5,0,06/04/2023,33.4,77,0.692,0.714285714,2910,WS10,United Kingdom,52.560534,-2.015539,1
2445,22.47,2286061,286475,06/04/2023,MFS,364.74,0,11/04/2023,34.46,128.92,0.314664,0.20489418,2910,WS10,United Kingdom,52.560534,-2.015539,1
2446,22.47,2291822,336039,14/04/2023,DX Express,101.2,0,17/04/2023,6.77,15.4,0.044,0.016975309,2910,WS10,United Kingdom,52.560534,-2.015539,1
2447,22.47,2297803,427352,20/04/2023,DX Express,161.8,0,20/04/2023,11.1,39.4,0.052,0.071666667,2910,WS10,United Kingdom,52.560534,-2.015539,1
2448,22.47,2282045,578881,03/04/2023,MFS,441.1,0,04/04/2023,34.46,231,0.068992,0.458333333,2910,WS10,United Kingdom,52.560534,-2.015539,1
2449,22.47,2295006,578881,18/04/2023,MFS,441.1,0,18/04/2023,34.46,231,0.068992,0.458333333,2910,WS10,United Kingdom,52.560534,-2.015539,1
2450,22.47,2283907,679461,04/04/2023,MFS,219.9,19.99,04/04/2023,35.34,82.16,0.68736,0.714285714,2910,WS10,United Kingdom,52.560534,-2.015539,1
2451,22.47,2279958,686463,30/03/2023,DX Freight,233.96,19.99,30/03/2023,24.22,53.12,0.24418,0.191542659,2910,WS10,United Kingdom,52.560534,-2.015539,1
2452,22.47,2281527,686463,01/04/2023,DX Freight,23.74,12.34,03/04/2023,11.02,2.7,0.30375,0.1,2910,WS10,United Kingdom,52.560534,-2.015539,1
2453,22.47,2276905,760405,28/03/2023,DX Freight,1653.81,0,28/03/2023,67.72,165.5,6.09764,2.125,2910,WS10,United Kingdom,52.560534,-2.015539,1
2454,22.47,2276909,760405,28/03/2023,DX Freight,1145.76,0,28/03/2023,40.54,96,3.936,1.333333333,2910,WS10,United Kingdom,52.560534,-2.015539,1
2455,22.47,2282489,788528,03/04/2023,MFS,1667.52,0,03/04/2023,34.46,617.76,1.9008,1,2910,WS10,United Kingdom,52.560534,-2.015539,1
2456,22.47,2276566,824959,28/03/2023,DX Freight,146.88,0,28/03/2023,22.67,49.5,0.116118,0.066666667,2910,WS10,United Kingdom,52.560534,-2.015539,1
2457,22.47,2284784,845203,05/04/2023,MFS,2525.76,0,11/04/2023,194.59,1296,8.748,6,2910,WS10,United Kingdom,52.560534,-2.015539,1
2458,22.47,2295837,845203,19/04/2023,MFS,2525.76,0,21/04/2023,194.59,1296,8.748,6,2910,WS10,United Kingdom,52.560534,-2.015539,1
2459,22.47,2278011,896769,29/03/2023,MFS,644.2,0,04/04/2023,34.46,91,0.1884,0.111904762,2910,WS10,United Kingdom,52.560534,-2.015539,1
2460,22.47,2298003,901438,20/04/2023,DX Freight,109.99,0,20/04/2023,12.46,23.87,0.279908143,0.319801587,2910,WS10,United Kingdom,52.560534,-2.015539,1
2461,48.21,2296092,137426,19/04/2023,DX Express,152.91,0,19/04/2023,12.03,36.6,0.123879143,0.106774027,2053,PE8,United Kingdom,52.52295,-0.436517,4
2462,48.21,2279601,862576,30/03/2023,DX Freight,64.4,12.34,30/03/2023,11.02,9,0.9408,0.5,2053,PE8,United Kingdom,52.52295,-0.436517,4
2463,48.21,2285818,862576,05/04/2023,DX Express,78.62,8.18,05/04/2023,7.72,22.8,0.073504,0.034126984,2053,PE8,United Kingdom,52.52295,-0.436517,4
2464,26.38,2288057,138754,11/04/2023,MFS,216,0,12/04/2023,39.15,118.08,0.2592,0.2,1468,LE5,United Kingdom,52.639082,-1.08484,2
2465,26.38,2298475,367366,21/04/2023,MFS,2469.6,0,21/04/2023,111.65,1533.6,3.888,3,1468,LE5,United Kingdom,52.639082,-1.08484,2
2466,26.38,2275407,445202,27/03/2023,MFS,1056.38,0,27/03/2023,76.73,416.28,3.685622714,1.863858738,1468,LE5,United Kingdom,52.639082,-1.08484,2
2467,26.38,2275904,538590,27/03/2023,MFS,560.2,0,27/03/2023,39.15,226.75,0.3,0.342206072,1468,LE5,United Kingdom,52.639082,-1.08484,2
2468,26.38,2281732,538590,02/04/2023,DX Express,21.33,7.21,03/04/2023,6.8,5.18,0.011428571,0.00952381,1468,LE5,United Kingdom,52.639082,-1.08484,2
2469,26.38,2292590,659030,14/04/2023,DX Freight,260.72,0,14/04/2023,17.08,35.98,0.211608,0.098710317,1468,LE5,United Kingdom,52.639082,-1.08484,2
2470,26.38,2289595,674926,12/04/2023,DX Freight,184.8,0,12/04/2023,25.94,58.72,0.39756,0.280194805,1468,LE5,United Kingdom,52.639082,-1.08484,2
2471,26.38,2275999,678430,27/03/2023,DX Express,253.26,0,27/03/2023,11.19,33.06,0.08,0.066666667,1468,LE5,United Kingdom,52.639082,-1.08484,2
2472,26.38,2293436,678430,17/04/2023,DX Express,253.26,0,17/04/2023,11.12,33.06,0.08,0.066666667,1468,LE5,United Kingdom,52.639082,-1.08484,2
2473,26.38,2283186,681365,03/04/2023,DX Express,125.05,0,04/04/2023,9.3,33.55,0.047,0.077777778,1468,LE5,United Kingdom,52.639082,-1.08484,2
2474,26.38,2291295,681365,13/04/2023,DX Freight,180,0,13/04/2023,23.63,52.08,0.119722714,0.096974206,1468,LE5,United Kingdom,52.639082,-1.08484,2
2475,26.38,2293046,697937,17/04/2023,DX Express,47.62,7.18,17/04/2023,6.77,11.29,0.062965,0.058730159,1468,LE5,United Kingdom,52.639082,-1.08484,2
2476,26.38,2275802,706195,27/03/2023,MFS,418.78,0,27/03/2023,39.15,201.18,1.32855,0.885,1468,LE5,United Kingdom,52.639082,-1.08484,2
2477,26.38,2278988,706195,29/03/2023,DX Freight,108.03,0,30/03/2023,19.17,40.82,0.26832,0.144444444,1468,LE5,United Kingdom,52.639082,-1.08484,2
2478,26.38,2287478,706195,10/04/2023,DX Express,102.81,0,11/04/2023,7.41,21.85,0.040464,0.043333333,1468,LE5,United Kingdom,52.639082,-1.08484,2
2479,26.38,2292470,706195,14/04/2023,MFS,400.11,0,14/04/2023,39.15,203.39,1.30077,0.87031746,1468,LE5,United Kingdom,52.639082,-1.08484,2
2480,26.38,2285919,738046,05/04/2023,DX Express,107.28,19.99,06/04/2023,6.79,19.48,0.084721143,0.048065476,1468,LE5,United Kingdom,52.639082,-1.08484,2
2481,26.38,2292284,748924,14/04/2023,DX Freight,278.52,19.99,14/04/2023,23.63,52.08,0.3081,0.234375,1468,LE5,United Kingdom,52.639082,-1.08484,2
2482,26.38,2278533,751376,29/03/2023,MFS,338.82,0,29/03/2023,39.15,192.64,0.350264,0.277777778,1468,LE5,United Kingdom,52.639082,-1.08484,2
2483,26.38,2291059,764986,13/04/2023,DX Freight,118.03,0,13/04/2023,23.25,51.3,0.78777,0.383333333,1468,LE5,United Kingdom,52.639082,-1.08484,2
2484,26.38,2287986,780021,11/04/2023,DX Freight,86.77,12.23,11/04/2023,10.92,16.99,0.274804762,0.387698413,1468,LE5,United Kingdom,52.639082,-1.08484,2
2485,26.38,2281070,798633,31/03/2023,MFS,582,0,31/03/2023,39.15,180,0.528,0.277777778,1468,LE5,United Kingdom,52.639082,-1.08484,2
2486,26.38,2294819,798633,18/04/2023,MFS,582,0,18/04/2023,39.15,180,0.528,0.277777778,1468,LE5,United Kingdom,52.639082,-1.08484,2
2487,26.38,2280652,856626,31/03/2023,DX Freight,164.28,0,31/03/2023,20.34,44,0.08,0.042222222,1468,LE5,United Kingdom,52.639082,-1.08484,2
2488,26.38,2286025,871978,06/04/2023,MFS,1126.64,25,06/04/2023,178.08,486.42,4.211248571,1.731746032,1468,LE5,United Kingdom,52.639082,-1.08484,2
2489,26.38,2284703,895182,05/04/2023,DX Express,35.04,7.2,05/04/2023,6.79,3.92,0.0658,0.111111111,1468,LE5,United Kingdom,52.639082,-1.08484,2
2490,26.38,2290198,896510,12/04/2023,DX Express,138.12,0,12/04/2023,9.57,28.5,0.11664,0.075,1468,LE5,United Kingdom,52.639082,-1.08484,2
2491,26.38,2276355,897228,27/03/2023,DX Express,34.16,7.22,28/03/2023,6.81,1.75,0.00425,0.006944444,1468,LE5,United Kingdom,52.639082,-1.08484,2
2492,26.38,2279117,897807,29/03/2023,DX Express,69.93,7.54,30/03/2023,7.11,20.8,0.13969,0.104166667,1468,LE5,United Kingdom,52.639082,-1.08484,2
2493,26.38,2288411,899893,11/04/2023,DX Express,58.9,7.18,11/04/2023,6.77,11.6,0.023,0.027651515,1468,LE5,United Kingdom,52.639082,-1.08484,2
2494,26.38,2296742,899893,19/04/2023,DX Freight,0,0,19/04/2023,10.92,11.6,0.023,0.027651515,1468,LE5,United Kingdom,52.639082,-1.08484,2
2495,26.38,2290899,900477,13/04/2023,DX Express,6.99,7.18,13/04/2023,6.77,0.78,5.00E-05,0.00025,1468,LE5,United Kingdom,52.639082,-1.08484,2
2496,18.56,2285133,139990,05/04/2023,DX Freight,112.96,0,05/04/2023,16.38,33.31,0.309928571,0.167857143,119,B97,United Kingdom,52.297411,-1.973224,1
2497,18.56,2296890,538198,19/04/2023,DX Freight,103.32,19.99,19/04/2023,14.77,29.64,0.984948,0.527777778,119,B97,United Kingdom,52.297411,-1.973224,1
2498,18.56,2291206,659352,13/04/2023,MFS,222.6,0,13/04/2023,34.46,90,1.1889,0.526315789,119,B97,United Kingdom,52.297411,-1.973224,1
2499,18.56,2292353,659352,14/04/2023,DX Express,55.8,7.18,14/04/2023,6.77,6.48,0.020664,0.011111111,119,B97,United Kingdom,52.297411,-1.973224,1
2500,18.56,2298433,662988,21/04/2023,DX Freight,133.8,0,21/04/2023,18.63,39.3,0.3261,0.216666667,119,B97,United Kingdom,52.297411,-1.973224,1
2501,18.56,2297420,789734,20/04/2023,DX Freight,159.8,0,20/04/2023,22.48,49.28,0.631484619,0.255704365,119,B97,United Kingdom,52.297411,-1.973224,1
2502,18.56,2288687,857993,11/04/2023,DX Express,70.56,27.17,11/04/2023,6.77,10.64,0.11114,0.058333333,119,B97,United Kingdom,52.297411,-1.973224,1
2503,18.56,2284368,598351,04/04/2023,MFS,515.76,0,05/04/2023,34.46,240,2.88,0.4,119,B97,United Kingdom,52.297411,-1.973224,1
2504,18.56,2292485,598351,14/04/2023,DX Freight,218.08,0,14/04/2023,33.26,77.08,0.21106,0.307777778,119,B97,United Kingdom,52.297411,-1.973224,1
2505,43.89,2275866,140875,27/03/2023,DX Freight,116,0,27/03/2023,14.9,29.04,0.23058,0.154761905,666,DE75,United Kingdom,53.012576,-1.350302,2
2506,43.89,2284071,140875,04/04/2023,DX Freight,134.04,0,04/04/2023,21.41,46.26,0.45722,0.428571429,666,DE75,United Kingdom,53.012576,-1.350302,2
2507,43.89,2294644,140875,18/04/2023,DX Freight,140.4,0,18/04/2023,15.93,32.8,0.195,0.166666667,666,DE75,United Kingdom,53.012576,-1.350302,2
2508,43.89,2275547,278325,27/03/2023,DX Express,27.47,7.22,27/03/2023,6.81,5.5,0.009,0.004830918,666,DE75,United Kingdom,53.012576,-1.350302,2
2509,43.89,2296769,495763,19/04/2023,MFS,591.63,0,19/04/2023,39.15,227.6,0.8112,1.326666667,666,DE75,United Kingdom,53.012576,-1.350302,2
2510,43.89,2296677,607108,19/04/2023,DX Freight,180,0,19/04/2023,23.63,52.08,0.119722714,0.096974206,666,DE75,United Kingdom,53.012576,-1.350302,2
2511,43.89,2278184,689574,29/03/2023,DX Express,173.67,0,29/03/2023,6.8,17.36,0.065456,0.044217687,666,DE75,United Kingdom,53.012576,-1.350302,2
2512,43.89,2299355,708977,21/04/2023,DX Express,46.29,7.17,24/04/2023,6.76,10.55,0.0791,0.085227273,666,DE75,United Kingdom,53.012576,-1.350302,2
2513,43.89,2290200,814702,12/04/2023,DX Express,33.45,7.18,12/04/2023,6.77,4.94,0.054319048,0.029076479,666,DE75,United Kingdom,53.012576,-1.350302,2
2514,43.89,2283648,847899,04/04/2023,DX Express,112.38,0,04/04/2023,8.04,23.49,0.0347,0.034555556,666,DE75,United Kingdom,53.012576,-1.350302,2
2515,37.43,2295638,144403,18/04/2023,DX Freight,201.22,0,19/04/2023,25.56,57.14,0.435035714,0.257407407,2528,ST16,United Kingdom,52.812198,-2.120189,1
2516,37.43,2291945,233623,14/04/2023,DX Freight,247.84,0,18/04/2023,29.41,67.34,0.674090571,0.37514881,2528,ST16,United Kingdom,52.812198,-2.120189,1
2517,37.43,2278531,251606,29/03/2023,DX Freight,409.9,0,29/03/2023,36.26,84.6,0.21852,0.095238095,2528,ST16,United Kingdom,52.812198,-2.120189,1
2518,37.43,2275821,322838,27/03/2023,Split,811.05,0,27/03/2023,59.88,311.85,6.364475,3.5,2528,ST16,United Kingdom,52.812198,-2.120189,1
2519,37.43,2280858,322838,31/03/2023,MFS,1259.2,0,03/04/2023,111.65,641.76,2.03632,2.333333333,2528,ST16,United Kingdom,52.812198,-2.120189,1
2520,37.43,2285726,322838,05/04/2023,MFS,410.7,0,06/04/2023,39.15,190.2,1.521,0.958333333,2528,ST16,United Kingdom,52.812198,-2.120189,1
2521,37.43,2288705,322838,11/04/2023,DX Freight,455.94,0,12/04/2023,32.49,78,0.188554714,0.136036706,2528,ST16,United Kingdom,52.812198,-2.120189,1
2522,37.43,2292359,322838,14/04/2023,MFS,1151.52,0,14/04/2023,76.73,600.96,1.61472,2,2528,ST16,United Kingdom,52.812198,-2.120189,1
2523,37.43,2293415,322838,17/04/2023,DX Freight,249.6,0,17/04/2023,26.71,61,0.228,0.111111111,2528,ST16,United Kingdom,52.812198,-2.120189,1
2524,37.43,2298664,322838,21/04/2023,MFS,650.22,0,21/04/2023,76.73,280.8,2.093235,1.411904762,2528,ST16,United Kingdom,52.812198,-2.120189,1
2525,37.43,2285000,652521,05/04/2023,DX Express,99.72,7.2,05/04/2023,6.79,16.34,0.03593,0.025347222,2528,ST16,United Kingdom,52.812198,-2.120189,1
2526,37.43,2286195,791467,06/04/2023,DX Freight,165,0,06/04/2023,32.24,75,0.018816,0.125,2528,ST16,United Kingdom,52.812198,-2.120189,1
